Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Decision Science Analyst I- 100% Remote Work Available,$150K (Employer est.),"Purpose of Job We are seeking a talented Decision Science Analyst I to work from a 100% Remote Work Environment.

Provide decision support for business areas across the enterprise. Staff in this area will be responsible for applying mathematical and statistical techniques and/or innovative /quantitative analytical approaches to draw conclusions and make 'insight to action' recommendations to answer business objectives and drive change. The essence of work performed by the Decision Science Analyst involves gathering, manipulating and synthesizing data (e.g., attributes, transactions, behaviors, etc.), models and other relevant information to draw conclusions and make recommendations resulting in implementable strategies.

Job Requirements
About USAA

USAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level.

USAA Careers – World Class Benefits (31 seconds)


Identifies and manages existing and emerging risks that stem from business activities and the job role.
Ensures risks associated with business activities are effectively identified, measured, monitored, and controlled.
Follows written risk and compliance policies and procedures for business activities.
Leverages intermediate and some advanced business, analytical and technical knowledge to participate in discussions with cross functional teams to understand and collaborate on business objectives and influence solution strategies.
Applies advanced analytical techniques to solve business problems that are typically medium to large scale with impact to current and/or future business strategy.
Applies innovative and scientific/quantitative analytical approaches to draw conclusions and make 'insight to action' recommendations to answer the business objective and drive the appropriate change.
Translates recommendation into communication materials to effectively present to colleagues for peer review and mid-to-upper level management.
Incorporates visualization techniques to support the relevant points of the analysis and ease the understanding for less technical audiences.
Identifies and gathers the relevant and quality data sources required to fully answer and address the problem for the recommended strategy through testing or exploratory data analysis (EDA).
Integrates/transforms disparate data sources and determines the appropriate data hygiene techniques to apply.
Thoroughly documents assumptions, methodology, validation and testing to facilitate peer reviews and compliance requirements.
Understands and adopts emerging technology that can affect the application of scientific methodologies and/or quantitative analytical approaches to problem resolutions.
Delivers analysis/findings in a manner that conveys understanding, influences mid to upper level management, garners support for recommendations, drives business decisions, and influences business strategy.

When you apply for this position, you will be required to answer some initial questions. This will take approximately 5 minutes. Once you begin the questions you will not be able to finish them at a later time and you will not be able to change your responses.


Bachelor's degree in quantitative analytics field such as Economics, Finance, Statistics, Mathematics, Actuarial Sciences, Operations Research, Data and/or Business Analysis, Data Science or other quantitative discipline OR 4 years work experience in statistics, mathematics or quantitative analytics or related experience can be substituted in lieu of a degree in addition to the minimum years of work experience required.
4 years of experience in a decision support analytic function or directly related functional business experience (i.e. P&C, Bank, Finance, etc.).; Or Advanced degree in relevant discipline with 2 years experience in a decision support analytic function or directly related functional business experience (i.e. P&C, Bank, Finance, etc.).
Demonstrates competency in mathematical and statistical techniques and approaches used to drive fact-based decision-making.
Intermediate and some advanced knowledge of data analysis tools, data visualization, developing analysis queries and procedures in SQL, SAS, BI tools or other analysis software, and relevant industry data & methods and ability to connect external insights to business problems.


Experience with Python
Experience with machine learning algorithms and tooling
Experience with model development, governance, and maintenance
Experience within the financial services industry
Experience supporting Deposit products (checking, savings, CDs, IRAs)
Experience with the Domino Data Science Platform

The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.

USAA has an effective process for assessing market data and establishing ranges to ensure we remain competitive. You are paid within the salary range based on your experience and market position. The salary range for this position is: $72,900-$131,400 *( this does not include geographic differential it may be applied based on your work location)
Employees may be eligible for pay incentives based on overall corporate and individual performance or at the discretion of the USAA Board of Directors.

will be addressed on an individual-basis for applicable roles that are consistently scheduled for non-core hours.

At USAA our employees enjoy best-in-class benefits to support their physical, financial, and emotional wellness. These benefits include comprehensive medical, dental and vision plans, 401(k), pension, life insurance, parental benefits, adoption assistance, paid time off program with paid holidays plus 16 paid volunteer hours, and various wellness programs. Additionally, our career path planning and continuing education assists employees with their professional goals.

Please click on the link below for more details.

USAA Total Rewards

Relocation assistance is not available for this position.
#FSB",3.6,"USAA
3.6","Castroville, TX",10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist - SQL/Tableau,$150K (Employer est.),"Job Title: Data Scientist - SQL/Tableau
Location: Seattle, WA or Menlo Park, CA
Duration: 6 Months

Summary:
The main function of the Data Scientist is to produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets.

Responsibilities
Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement.










IND123",4.5,"Ursus
4.5","Seattle, WA",51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
"Associate, Operations Research Data Scientist",$150K (Employer est.),"Innovate. Collaborate. Build. Create. Solve. The KPMG Digital Lighthouse is KPMG's award-winning Analytics & AI Center of Excellence recognized by clients and leading analyst firms in the US and globally. The KPMG Lighthouse is a curation of specialized technical capabilities and domain experts working across the digital landscape: applied data science, AI, data engineering and insights, software engineering, automation, and big data. Here, you'll work with a diverse team of professionals to explore and build solutions for clients in a multiplatform environment.
You'll be an important part of our high-energy, unique, fast-paced, and innovative culture that delivers with the agility of a tech startup and the backing of a leading global consulting firm. In this particular role, you'll work specifically in the AI Analytics & Engineering Community within the Digital Lighthouse, on a wide range of projects. From applied AI to optimization to big data platform engineering, your analytical and technical skills will drive real impact in the business world. At KPMG, our commitment to your career development helps to set us apart as an employer. We want to enhance your potential, both for yourself and as a contributor to our firm. That's why we provide every opportunity to expand your skills, knowledge and experiences through formal education and training programs, leadership development opportunities, and, as well as informal one-on-one coaching and mentoring from your KPMG colleagues.",3.9,"KPMG
3.9","Seattle, WA",10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD)
Decision Science Analyst Lead- 100% Remote Work,$150K (Employer est.),"Purpose of Job We are seeking a talented Decision Science Analyst Lead to work from a 100% Remote Work Environment.

This role is designated for a Decision Science Analyst Lead who has expertise leading discussions with executive leadership and cross functional teams to aid in the understanding and collaboration of highly complex business objectives and to guide advanced analytics solution strategies. This role is expected to translate recommendations into communication materials and effectively present to all levels of management. This role is expected to have experience with applying advanced analytical techniques (e.g., unsupervised and supervised machine learning) to solve business problems.

Provide decision support for business areas across the enterprise. Staff in this area will be responsible for applying mathematical and statistical techniques and/or innovative /quantitative analytical approaches to draw conclusions and make 'insight to action' recommendations to answer business objectives and drive change. The essence of work performed by the Decision Science Analyst involves gathering, manipulating and synthesizing data (e.g., attributes, transactions, behaviors, etc.), models and other relevant information to draw conclusions and make recommendations resulting in implementable strategies. Serves as a coach and mentor; and provides guidance to cross-functional team members to ensure success in achieving business objectives.

Job Requirements
About USAA

USAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level.

USAA Careers – World Class Benefits (31 seconds)


Leverages expert business/analytical knowledge to lead discussions with cross functional teams to understand and collaborate highly complex business objectives and influence solution strategies.
The business problems analyzed are typically large scale with significant impact to current and/or future business strategy.
Organizes and oversees the development of requirements/resources necessary to meet objectives.
Applies innovative and scientific/quantitative analytical approaches to draw conclusions and make 'insight to action' recommendations to answer the business objective and drive the appropriate change.
Translates recommendation into communication materials to effectively present to all levels of management.
Incorporates visualization techniques to support the relevant points of the analysis and ease the understanding for less technical audiences.
Identifies and gathers the relevant and quality data sources required to fully answer and address the problem for the recommended strategy through testing or exploratory data analysis (EDA).
Integrates/transforms disparate data sources and determines the appropriate data hygiene techniques to apply.
Thoroughly documents assumptions, methodology, validation and testing to facilitate peer reviews.
Subsequent analysts should be able to rely on documentation to replicate and continue work.
Monitors, understands and adopts emerging technology that can affect the application of scientific methodologies and/or quantitative analytical approaches to problem resolutions.
Succinctly delivers complex analysis/findings in a manner that conveys understanding, influences senior executives, garners support for recommendations, drives business decisions, and influences business strategy.
Recommendations typically have a major impact on business results.
Provides subject matter expertise in operationalizing recommendations.

When you apply for this position, you will be required to answer some initial questions. This will take approximately 5 minutes. Once you begin the questions you will not be able to finish them at a later time and you will not be able to change your responses.


Bachelor's degree in quantitative analytics field such as Economics, Finance, Statistics, Mathematics, Actuarial Sciences, Operations Research, Data and/or Business Analysis, Data Science or other quantitative discipline OR 4 years work experience in statistics, mathematics or quantitative analytics or related experience can be substituted in lieu of a degree in addition to the minimum years of work experience required.
8 years of experience in a decision support analytic function; Or Advanced degree in relevant discipline with 6 years experience in a decision support analytic function.
3 years of direct and/or indirect management experience.
Demonstrates expert skills in mathematical and statistical techniques and approaches used to drive fact-based decision-making.
Expert knowledge of data analysis tools, data visualization, developing analysis queries and procedures in SQL, SAS, BI tools or other analysis software, and relevant industry data & methods and ability to connect external insights to business problems.


Expertise in leading technical discussion with leadership.
Demonstrated ability to effectively communicate (written and oral) complex analytical and technical concepts to both technical and non-technical employees.
Experience with risk management and model validation process.

The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.

USAA has an effective process for assessing market data and establishing ranges to ensure we remain competitive. You are paid within the salary range based on your experience and market position. The salary range for this position is: $106,800 - $192,300 *( this does not include geographic differential it may be applied based on your work location)
Employees may be eligible for pay incentives based on overall corporate and individual performance or at the discretion of the USAA Board of Directors.

will be addressed on an individual-basis for applicable roles that are consistently scheduled for non-core hours.

At USAA our employees enjoy best-in-class benefits to support their physical, financial, and emotional wellness. These benefits include comprehensive medical, dental and vision plans, 401(k), pension, life insurance, parental benefits, adoption assistance, paid time off program with paid holidays plus 16 paid volunteer hours, and various wellness programs. Additionally, our career path planning and continuing education assists employees with their professional goals.

Please click on the link below for more details.

USAA Total Rewards

Relocation assistance is not available for this position.
#FSB",3.6,"USAA
3.6","San Antonio, TX",10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Sr. Data Scientist,$150K (Employer est.),"Location: 1000 Nicollet Mall, Minneapolis, Minnesota, United States, 55403-2542
Join Target’s Data Science and Analytics team where your goal will be to accelerate omni-channel experimentation to foster a culture of continuous innovation at Target. We believe that continuous innovation is critical to delivering and exceeding our brand promise of “Expect More Pay Less” to Target’s guests irrespective of their preferred channel of engagement and commerce. You will enable continuous innovation and drive business performance in our Merch Planning Data Sciences space.
A role with Data Science and Analytics is a chance to help develop our in-house strength for getting the maximum value from Target’s many data assets. We see data as a product and an opportunity to experiment and refine our approach to new guest experiences. Together, we positively impact changes to various initiatives, processes and interdependencies that require exceptional data collection, measurement and analysis—ultimately leading to quicker and more meaningful decision-making. This is a role for someone passionate about data, feature experimentation and business strategy.",3.7,"Target
3.7","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
"Data Scientist, Advanced Analytics",$150K (Employer est.),"JOB SUMMARY: Design, develop and evaluate advanced predictive and machine learning models with a focus on the personalization and optimization of audience first, marketing tactics. Analyze and extract relevant information about guest behaviors and preferences from both structured and unstructured data to better understand marketing opportunities. Conduct advanced analysis on various marketing efforts to gauge performance, impact and effectiveness against the desired results. Responsible for building efficient and scalable automated data processes that prep and standardize various data sources in support of personalization. Delivers accurate, clear, concise insights and visualizations leveraging predictive results that inform and inspire internal stakeholders to make better business decisions.
MAJOR RESPONSIBILITIES:
Mine data to detect patterns, opportunities and insights via advanced analytical techniques to drive Personalization and Audience Strategy. Conduct analyses utilizing 1st Party and appended information about audiences to facilitate the right content, at the right time, across a guest’s planning, shopping, and on-property experience.",4.1,"Universal Orlando
4.1","Orlando, FL",10000+ Employees,1987,Subsidiary or Business Segment,"Hotels, Motels, & Resorts",Travel & Tourism,$1 to $2 billion (USD)
Arity-Data Scientist Researcher (Remote-Home Based Worker),$150K (Employer est.),"Founded by The Allstate Corporation in 2016, Arity is a data and analytics company focused on improving transportation. We collect and analyze enormous amounts of data, using predictive analytics to build solutions with a single goal in mind: to make transportation smarter, safer and more useful for everyone.
At the heart of that mission are the people that work here—the dreamers, doers and difference-makers that call this place home. As part of that team, your work will showcase both your intelligence and your creativity as you tackle real problems and put your talents towards transforming transportation.
That’s because at Arity, we believe work and life shouldn’t be at odds with one another. After all, we know that your unique qualities give you a unique perspective. We don’t just want you to see yourself here. We want you to be yourself here.
The Team
At Arity, our Data Science team is at the core of helping us transform mobility. Not only do we know how to analyze and find meaning within billions of miles of driving data collected from smartphones, onboard devices and third parties, but we are passionate about how it affects the end-users of our products. On our team, people get the opportunity to build scalable distributed data pipelines, develop and deploy an array of machine learning algorithms, and create eye-opening data visualizations. We find top talent from various quantitative disciplines to collaborate with product owners, software engineers, and experience designers in development teams to create innovative products that make transportation smarter, safer, and more useful for everyone. The Role
As a Data Scientist Researcher at Arity, you will be a key contributor to the Data Science Research team, a focused group within the larger Data Science team, that looks towards the future of telematics to anticipate the needs of our clients in 1-3 years. This newly created team is responsible for tackling our toughest data and analytics challenges and prototyping solutions that can be brought to market by our product segments. Reporting to the Expert Researcher who leads the team, you will bring fresh perspectives to this portfolio of work using a blend of techniques and tools. Your experience in your studies or at a previous company will help the team innovate and push boundaries. You will get to learn from more senior researchers and contribute to a strong work ethic within the team.
Responsibilities
Help the Data Science Research team manage its portfolio by finding and scoping new projects that could benefit various parts of the Arity strategy
Make technical contributions to the Data Science Research team by building models, pipelines, or prototypes and reviewing the contributions of others
Support the Data Scientist Community of Practice bringing together practitioners across the team to drive improvements to current practices and collaborate
Bring in outside viewpoints on how best to do telematics data science via scientific literature, conferences, speakers, and contacts across industries
Contribute to the broader data science community via technical blogs, white papers and speaking events
Help support our culture of intellectual honesty and openness, passion for what we do, hard work, and personal growth. Qualifications
Subject matter expertise in data science gained from academic studies and experience as a data scientist or researcher in industry
Strong technical capability to build models, pipelines, prototypes, visualizations and analyses using standard data science tool sets, e.g. Python, R, Spark, C
Knowledge of the landscape of statistical and machine learning techniques and proven ability to navigate it to find the right approach and manage trade-off’s
Proven ability to drive technical projects with little guidance and lots of self-motivation
Strong research capabilities to synthesize the literature and other sources of new ideas, identify potential new avenues of development, and communicate their value to our business
Solid communication skills to drive adoption of your innovations and better understand the company and its strategy
Knowledge of telematics, insurance, data science on the edge, or other domains specifically relevant to our work is a big plus, but not required

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.
That’s the day-to-day, now let’s talk about the rest of it. As we mentioned, Arity was founded by The Allstate Corporation. But you’ll be working for—and at—Arity. It’s the best of both worlds. You’ll get access to the full suite of Allstate benefits and work in a fast-paced startup culture. That’s more than just free breakfasts and brain breaks. It’s a culture that encourages you to be you.
Sound like a fit? Apply now! We can’t wait to meet you.
The salary range for this level position is $86,000 - $122,800. The salary offered is commensurate with experience.
Arity.com Instagram Twitter LinkedIn
Allstate generally does not sponsor individuals for employment-based visas for this position.
Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click ""here"" for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click ""here"" for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs
To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.
It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment",3.5,"Allstate
3.5","Northbrook, IL",10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
Data Scientist,$150K (Employer est.),"Req ID: 156257

NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.

We are currently seeking a Data Scientist to join our team in Dallas, Texas (US-TX), United States (US).

NTT Data Services is Hiring!

This is a fully Remote/Work at Home position.

Data Scientist:

The Data Scientist will work with group of other Data Scientists, Data Engineers, Developers, and Product Owners in a multifunctional and Agile environment to develop Advanced Analytics products and Machine Learning models and bring them into production.









NTT DATA Services is a global business and IT services provider specializing in digital, cloud and automation across a comprehensive portfolio of consulting, applications, infrastructure and business process services. We are part of the NTT family of companies, a partner to 85 % of the Fortune 100.

https://us.nttdata.com/en/about-us/content/diversity-and-inclusion. Furthermore, NTT DATA Services will make accommodations for eligible applicants on a case-by-case basis. Please emailEEOOfficer@nttdata.com for assistance.

INDAPPS

Dallas

Fort Worth


Database, Consulting, SQL, Cloud, Business Intelligence, Technology

Apply now »








a.dialogApplyBtn {
display: none;
}",3.5,"NTT DATA
3.5","Dallas, TX",1001 to 5000 Employees,-1,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
"Data Scientist (100% remote to start; Relo to Menlo Park, CA post-Covid)",$150K (Employer est.),"Our Customer’s mission is to give people the power to build community and bring the world closer together. Through their family of apps and services, they are building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together.
We are seeking a Data Scientist on a contract basis to help support our Customer’s business needs. The main function of the Data Scientist is to guide product decision-making through monitoring top-line metrics, investigating reasons for changes in metrics, supporting impact estimation and achieving impact of new feature releases, and deep-dive analytics to support product brainstorming.
** This role will be remote while COVID restrictions are in place. The expectation is to be onsite at our Customer’s Menlo Park, CA office once it is determined safe to do so

What You’ll Do:
Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement.

Use a flexible, analytical approach to design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from the data.

Generate and test hypotheses and analyze and interpret the results of product experiments.

Work with product engineers to translate prototypes into new products, services, and features and provide guidelines for large-scale implementation.

Provide Business Intelligence (BI) and data visualization support, which includes, but is limited to support for the online customer service dashboards and other ad-hoc requests requiring data analysis and visual support.

Help shape Volunteering product strategy as the product moves from 0→1 to Growth stage.

Refine framework and identify data and user signals to assess the product-market fit potential of Volunteering product.

Identify opportunities to develop and improve solutions in Volunteering products to drive sustainable growth.

Define processes, metrics, and mechanisms to continuously monitor product performance.

Drive understanding of how Volunteering products work with other Giving Products (Charitable Giving, Drives, etc.) to meet the needs of various types of users (Volunteers and Non-Profit Organizations, etc.)


2-4 years experience in the related field.

Experienced in SQL-based querying and Visualization (Python, Tableau, or other)

The ability to communicate effectively in writing, including conveying complex information and promoting in-depth engagement on course topics.

Experience working with large datasets.

Written communication for business decision-makers


Bachelor or Master of Science degree in computer science or in a relevant field.


M-F, 40 hours/week. This role will be remote while COVID restrictions are in place. The expectation is to be onsite at our Customer’s Menlo Park, CA office once it is determined safe to do so.
Perks are available through our 3rd Party Employer of Record

Medical, Dental, Vision, 401k, FSA, Commuter Benefit Program

Up to 15 days per 12 months on assignment

Up to $4,000 for the birth or adoption of a child while on assignment (conditions apply)",4.8,"The Mom Project
4.8","Menlo Park, CA",51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior Data Scientist,$150K (Employer est.),"Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

WHO ARE WE LOOKING FOR?











What you bring to nike:",4.1,"NIKE INC
4.1","Warren, OR",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Senior Data Scientist,$150K (Employer est.),"Description
We are looking for experienced Data Scientists to join our fast-growing advanced analytics consulting firm. Our consultants bring deep expertise in Data Science, Machine Learning and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for top-notch talent as we continue to build the best global analytics consulting team in the world.
As a Senior Data Scientist, you will apply strong expertise in AI through the use of machine learning, data mining, and information retrieval to design, prototype, and build next generation advanced analytics engines and services. You will collaborate with cross-functional teams and business partners to define the technical problem statement and hypotheses to test. You will develop efficient and accurate analytical models which mimic business decisions and incorporate those models into analytical data products and tools. You will have the opportunity to drive current and future strategy by leveraging your analytical skills as you ensure business value and communicate the results.",5.0,"Engtal
5.0",Remote,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Scientist,$150K (Employer est.),"Title: Data Scientist@ NYC, NY -Remote -Full time Job
Job Description:
Leads and contributes to data analysis and modeling projects from project/sample design, business review meetings with internal and external clients deriving requirements/deliverables, reception and processing of data, performing analyses and modeling to final reports/presentations, communication of results and implementation support.
Demonstrates to internal and external stakeholders how analytics can be implemented to maximize business benefits.
Provides technical support, which includes strategic consulting, needs assessments, project scoping and the preparation/presentation of analytical proposals.",4.6,"VENUS GEO SOLUTIONS PRIVATE LIMITED
4.6","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,$150K (Employer est.),"Cerebral Staffing, LLC is seeking a Data Scientist to work for our direct client John Deere in Waterloo, IA
-
Your Responsibilities
Develop, maintain, & grow cost intelligence databases
DEVELOP: Create and enhance databases for improved efficiency and interactive experience for expanded users
INGEST: Mine and clean data to extract differentiating cost details and ensure fair comparisons
DIGEST: Develop interactive visualizations to foster data-driven discussions and ideation",-1,"Cerebral Staffing, LLC","Waterloo, IA",51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,$150K (Employer est.),"Job Title: Data Scientist
Location: Remote
Position Terms: Contract to hire
One of our clients is looking for Data Scientist candidates for a 100% remote position.
Responsibilities include but not limited to:
NLP (Natural Language Processing) data science experience.
Data science analytical work.
Select features, build and optimize classifiers/data using machine learning techniques.
Work with Hadoop/Hive/HDFS/Spark environments to write scalable programs.
Work with structured and unstructured datasets and work with large datasets.",-1,Seneca Resources,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$150K (Employer est.),"We are adding a Data Scientist to our growing team!

ABOUT AMERICAN CAPITAL GROUP
American Capital Group (ACG) is a fully-integrated real estate investment and development company. The company has designed and built more than 80 multifamily properties across 12 states over its 33 year history. Today, ACG is an industry leader with dedicated personnel in Engineering, Design, Acquisition, Development, Construction, Property Management, and Investment Management. We strongly value teamwork, integrity, transparency and strive to deliver the highest quality products and services to our investors and customers.",4.3,"American Capital Group
4.3","Bellevue, WA",51 to 200 Employees,1986,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
Data Scientist,$150K (Employer est.),"Your Opportunity

We are looking for a curious, optimistic, and innovative data scientist who takes initiative to solve problems that help our clients and one another succeed. Our large client base and multi-channel transaction volume offers a fertile data environment to build models, discover new insights, and guide decision-making at Schwab.

Data Science is an enterprise team within the Data, Analytics, and Insight (DAI) organization that builds models and provides advanced analytical support across all business units including retail, institutional, marketing, digital, and operations. Our data scientists collaborate directly with business, product, technology, and other analytical teams in DAI to solve complex business problems by building state-of-the-art models and tools to grow the business, streamline costs, and improve customer experiences.",3.9,"Charles Schwab
3.9","Lone Tree, CO",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,$150K (Employer est.),"Systems and Manafucturing, A division of SHINE Technologies is seeking a Data Scientist to aid in the development of computational software for data analysis. The ideal candidate would be capable of leading data analysis algorithm development for real-time and post-processing tools, optimization of existing data analysis algorithm packages, and aiding in design of software architecture and hierarchy for computational software packages.
Duties and Responsibilities:
Architect and develop software for processing and interpreting various signals from radiation detectors
Design, build, and maintain efficient, reusable, reliable, and well-tested code
Perform statistical analysis on large datasets, communicate key findings, and guide algorithm changes based on results",3.7,"SHINE Medical Technologies
3.7","Fitchburg, WI",51 to 200 Employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD)
Data Scientist Consultant,$150K (Employer est.),"FOR IMMEDIATE RELEASE: October 21, 2021
TBD Solutions LLC Job Posting: Data Scientist Consultant
TBD Solutions LLC (www.tbdsolutions.com) is a woman- and veteran-owned West Michigan consultancy serving a diverse customer base of governmental, for profit and non-profit organizations in the community care sector. TBD Solutions provides strategic facilitation, analysis, and continuous improvement guidance through an array of professional knowledge enhancement services. A Data Scientist Consultant is being sought to leverage their technical, statistical, and/or data analyst expertise to stratify and visualize complex information, making it usable by clients. Of equal importance, they leverage their interpersonal skills, honed to bolster client understanding that fosters inquisitiveness, drives key decisions, and aids in meeting project evaluation/analysis needs of TBD Solutions and its customers. The Data Scientist Consultant will report directly to the Chief Knowledge Officer (CKO) and work closely with the company’s other consultants.",-1,TBD Solutions LLC,"Grand Rapids, MI",-1,-1,-1,-1,-1,-1
Data Scientist,$150K (Employer est.),"MetLife Legal Plans is the leading consumer legal service in the United States, providing the best legal services for working families. Through our network of over 17,000 attorneys, members of our legal insurance plans can resolve legal matters that range from buying a new home to adopting a child. You can learn more at legalplans.com.
Whether you are making a will after starting a family, negotiating the contract on your dream home, or just want the peace of mind of having our attorneys on your side, we make it easy and affordable to get quality legal help.
About the role
At MetLife Legal Plans, we build technology that makes it easy to solve legal problems. With millions of customers, we rely on data-driven decision making to improve our business. We are looking for a data scientist to join our team and help us organize and analyze all of our data.",-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$150K (Employer est.),"A growing biotech company is looking for a data scientist. This role is within a well-funded protein design company that focuses on computational modeling, artificial intelligence, and machine learning. Candidates will be assisting the team with developing novel drugs by using machine learning and artificial intelligence on novel protein data bases. This position offers excellent room for growth and experience within a growing company. This position provides a challenging work environment with competitive compensation.

Responsibilities include:
Program automated repetitive manual data handling tasks
Build supervised and unsupervised models for the computational design of synthetic protein sequences with desired structure and function.
Assess intra-experiment and inter-experiment data for correlation and statistical significance",4.3,"Momentum Staffing Group LLC
4.3","Boston, MA",51 to 200 Employees,2008,Private Practice / Firm,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Sr. Data Analyst/Scientist,$150K (Employer est.),"Are you interested in defining the future of creativity by making it fast, fun, and frictionless to make sophisticated-looking content? Passionate about the next generation of users and building modern solutions that connect to leading social and digital platforms?
We are a group of storytellers, technology innovators, and change agents. Building off Adobe Spark’s initial success, we are now re-imagining (from the ground up!) the way people discover, create, and publish the full range of media types - from graphics to imaging to video - right in the browser and on their mobile devices. Our aim is to build fast and easy product experiences that enable students, social influencers, marketers, small businesses - really anyone with something to say - to make something that will stand out and impress their audience. Join us in building a new creativity platform that will help define Creative Cloud and Adobe’s Digital Media business!
We are seeking an experienced Sr Data Science Analyst to support the Adobe Spark and CC Education teams. This role is a strategic role, partnering with product managers and the leadership team making key decisions about the direction of our products. We’re looking for someone who has experience and passion about behavioral analysis for software products.",4.4,"Adobe
4.4","San Francisco, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist,$150K (Employer est.),"Discovery is at the core of everything we do - whether it’s a great value, incredible style, or building long-lasting partnerships with people around the world. That’s what makes TJX different. You can find it all across our brands: TJ Maxx, Marshalls, HomeGoods, Sierra, and Homesense. Every one of our brands has one thing in common: environments that are always changing. That’s just how we like it. Every day is an opportunity to discover something new about our business, our partnerships, and even about yourself. Come discover what different can mean for you.

Posting Notes: Framingham || MA

Data Scientist",3.7,"TJX Companies
3.7","Framingham, MA",10000+ Employees,1976,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
